InChI,Cdk.LargestPiSystem.nAtomP,Cdk.BondCount.nB,Cdk.LargestChain.nAtomLC,Cdk.AromaticAtomsCount.naAromAtom,Cdk.AromaticBondsCount.nAromBond,Cdk.ALOGP.ALogP,Cdk.RotatableBondsCount.nRotB,Cdk.MannholdLogP.MLogP,Cdk.XLogP.XLogP,Cdk.RuleOfFive.LipinskiFailures,Cdk.ALOGP.ALogp2,Cdk.ALOGP.AMR,Cdk.LongestAliphaticChain.nAtomLAC,Cdk.HBondDonorCount.nHBDon,Cdk.AtomCount.nAtom
InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,6.0,12.0,0.0,6.0,6.0,3.6155999999999997,0.0,1.46,4.2780000000000005,0.0,13.072563359999998,59.253,0.0,0.0,12.0
InChI=1S/C6H12N2O/c9-7-8-5-3-1-2-4-6-8/h1-6H2,3.0,9.0,1.0,0.0,0.0,-1.2425999999999993,1.0,1.79,1.176,0.0,1.544054759999998,29.727900000000005,0.0,0.0,21.0
InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,6.0,8.0,0.0,6.0,6.0,2.1407999999999996,0.0,1.9000000000000001,1.9700000000000002,0.0,4.583024639999998,40.3882,0.0,0.0,12.0
InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,9.0,10.0,2.0,6.0,6.0,1.2786999999999997,1.0,1.6800000000000002,1.6099999999999999,0.0,1.6350736899999994,37.8855,0.0,0.0,14.0
InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,9.0,10.0,2.0,6.0,6.0,1.2786999999999997,1.0,1.6800000000000002,1.6099999999999999,0.0,1.6350736899999994,37.8855,0.0,0.0,14.0
InChI=1S/C6H4F4N2/c7-1-2(8)5(11)4(10)6(12)3(1)9/h11-12H2,8.0,12.0,0.0,6.0,6.0,-1.3508000000000002,0.0,1.46,0.296,0.0,1.8246606400000005,38.5666,0.0,2.0,16.0
InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H,8.0,8.0,0.0,0.0,0.0,-0.018799999999999956,0.0,1.9000000000000001,-0.22799999999999998,0.0,0.0003534399999999983,31.0288,0.0,0.0,12.0
InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,9.0,9.0,2.0,6.0,6.0,0.9100000000000004,1.0,1.79,1.2439999999999998,0.0,0.8281000000000006,33.1693,0.0,0.0,14.0
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,6.0,6.0,0.0,6.0,6.0,1.4033999999999995,0.0,2.12,2.082,0.0,1.9695315599999987,30.955799999999996,0.0,0.0,12.0
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,0.0,12.0,0.0,0.0,0.0,4.163399999999999,0.0,1.46,3.834,0.0,17.333899559999995,54.080999999999996,0.0,0.0,18.0
InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,7.0,12.0,0.0,6.0,6.0,2.6837999999999997,0.0,1.46,3.62,0.0,7.202782439999998,56.1423,0.0,1.0,13.0
InChI=1S/C7H3Cl5O/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h1H3,7.0,13.0,2.0,6.0,6.0,2.7482999999999995,1.0,1.5699999999999998,3.9410000000000003,0.0,7.553152889999997,61.1803,0.0,0.0,16.0
InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,8.0,8.0,1.0,6.0,6.0,1.0154,1.0,2.12,1.0630000000000002,0.0,1.0310371600000001,36.0296,0.0,0.0,14.0
InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,9.0,10.0,0.0,9.0,10.0,0.5537000000000004,0.0,2.23,1.313,0.0,0.30658369000000046,40.2428,0.0,0.0,15.0
InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,11.0,12.0,0.0,6.0,6.0,1.0310000000000001,0.0,2.23,1.022,0.0,1.0629610000000003,45.598600000000005,0.0,0.0,17.0
InChI=1S/CH2Cl2/c2-1-3/h1H2,0.0,2.0,2.0,0.0,0.0,1.0729,0.0,1.35,1.5190000000000001,0.0,1.15111441,16.438299999999998,0.0,0.0,5.0
InChI=1S/CH3NO2/c1-2(3)4/h1H3,2.0,3.0,4.0,0.0,0.0,-0.28059999999999996,0.0,1.24,0.34799999999999986,0.0,0.07873635999999998,8.3023,0.0,0.0,7.0
InChI=1S/CHBr2Cl/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,2.0248,0.0,1.24,2.75,0.0,4.099815039999999,26.981199999999998,0.0,0.0,5.0
InChI=1S/CHBrCl2/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,1.8209999999999997,0.0,1.24,2.412,0.0,3.316040999999999,24.1727,0.0,0.0,5.0
InChI=1S/CHCl3/c2-1(3)4/h1H,0.0,3.0,3.0,0.0,0.0,1.6172,0.0,1.24,2.074,0.0,2.6153358399999997,21.364199999999997,0.0,0.0,5.0
